Word,Frequency,Rank
heat,106,1814
legs,106,1815
pardon,106,1816
peculiar,106,1817
saints,106,1818
satisfaction,106,1819
signs,106,1820
spare,106,1821
swift,106,1822
troubled,106,1823
unless,106,1824
Nevertheless,105,1825
bid,105,1826
consumed,105,1827
ended,105,1828
favourite,105,1829
feed,105,1830
fly,105,1831
mentioned,105,1832
plan,105,1833
purple,105,1834
separate,105,1835
th,105,1836
wherefore,105,1837
French,104,1838
James,104,1839
Leonora,104,1840
allowed,104,1841
arrived,104,1842
expect,104,1843
faint,104,1844
famine,104,1845
knoweth,104,1846
oh,104,1847
opening,104,1848
sperm,104,1849
Absalom,103,1850
Eve,103,1851
ass,103,1852
convinced,103,1853
driven,103,1854
during,103,1855
forced,103,1856
pull,103,1857
queer,103,1858
resolved,103,1859
shoulders,103,1860
Talbot,102,1861
bent,102,1862
ends,102,1863
flame,102,1864
friendship,102,1865
goats,102,1866
god,102,1867
gospel,102,1868
key,102,1869
mortal,102,1870
obey,102,1871
persuaded,102,1872
shook,102,1873
telling,102,1874
Green,101,1875
Hamlet,101,1876
Night,101,1877
anybody,101,1878
begun,101,1879
extraordinary,101,1880
holding,101,1881
hopes,101,1882
hung,101,1883
liberty,101,1884
putting,101,1885
refuse,101,1886
sand,101,1887
Browns,100,1888
Canaan,100,1889
Gilead,100,1890
Hal,100,1891
affliction,100,1892
behaviour,100,1893
completely,100,1894
eating,100,1895
falling,100,1896
floor,100,1897
frightened,100,1898
girls,100,1899
liked,100,1900
mistake,100,1901
pointed,100,1902
speake,100,1903
stead,100,1904
terror,100,1905
Poor,99,1906
astonishment,99,1907
created,99,1908
entire,99,1909
glance,99,1910
heed,99,1911
history,99,1912
influence,99,1913
opposite,99,1914
patience,99,1915
rent,99,1916
slow,99,1917
tower,99,1918
various,99,1919
Would,98,1920
breast,98,1921
choice,98,1922
conscience,98,1923
considerable,98,1924
moving,98,1925
proved,98,1926
secure,98,1927
smiled,98,1928
strike,98,1929
wholly,98,1930
books,97,1931
happen,97,1932
highly,97,1933
mention,97,1934
odd,97,1935
pillars,97,1936
pitched,97,1937
pulled,97,1938
ram,97,1939
remnant,97,1940
returning,97,1941
scene,97,1942
share,97,1943
shekels,97,1944
utmost,97,1945
wept,97,1946
youll,97,1947
America,96,1948
Flask,96,1949
States,96,1950
armed,96,1951
bought,96,1952
cheerful,96,1953
cook,96,1954
dancing,96,1955
devils,96,1956
doeth,96,1957
fault,96,1958
finding,96,1959
folly,96,1960
liveth,96,1961
opportunity,96,1962
weary,96,1963
whilst,96,1964
womb,96,1965
cool,95,1966
difficulty,95,1967
em,95,1968
hall,95,1969
listen,95,1970
perceived,95,1971
proof,95,1972
prove,95,1973
risen,95,1974
sensible,95,1975
value,95,1976
Again,94,1977
abide,94,1978
beg,94,1979
confusion,94,1980
guard,94,1981
laws,94,1982
passion,94,1983
style,94,1984
touching,94,1985
Elizabeth,93,1986
Say,93,1987
Two,93,1988
attempt,93,1989
double,93,1990
flocks,93,1991
heere,93,1992
highest,93,1993
lambs,93,1994
nights,93,1995
ordinary,93,1996
prepare,93,1997
Ammon,92,1998
Jonah,92,1999
Tell,92,2000
accept,92,2001
brain,92,2002
decided,92,2003
eagerly,92,2004
event,92,2005
fingers,92,2006
flower,92,2007
fulfilled,92,2008
knees,92,2009
learned,92,2010
match,92,2011
quietly,92,2012
rate,92,2013
rocks,92,2014
savage,92,2015
solid,92,2016
sooner,92,2017
threescore,92,2018
turns,92,2019
watching,92,2020
willing,92,2021
working,92,2022
Harriets,91,2023
Randalls,91,2024
Speak,91,2025
THAT,91,2026
bringing,91,2027
garment,91,2028
gift,91,2029
glorious,91,2030
nice,91,2031
oath,91,2032
possibly,91,2033
prevent,91,2034
ring,91,2035
showed,91,2036
tents,91,2037
thunder,91,2038
violent,91,2039
vp,91,2040
Esau,90,2041
cabin,90,2042
closed,90,2043
clothed,90,2044
de,90,2045
deeds,90,2046
forehead,90,2047
interesting,90,2048
main,90,2049
matters,90,2050
presently,90,2051
pursued,90,2052
remembrance,90,2053
slight,90,2054
storm,90,2055
takes,90,2056
tenth,90,2057
testimony,90,2058
thrust,90,2059
tired,90,2060
worst,90,2061
Barton,89,2062
Eltons,89,2063
However,89,2064
Pharisees,89,2065
Whose,89,2066
actually,89,2067
armies,89,2068
atonement,89,2069
awake,89,2070
aye,89,2071
building,89,2072
circle,89,2073
content,89,2074
dim,89,2075
drop,89,2076
fiery,89,2077
horns,89,2078
mate,89,2079
perceive,89,2080
picture,89,2081
rage,89,2082
reply,89,2083
school,89,2084
spoiled,89,2085
stronger,89,2086
throw,89,2087
upward,89,2088
whenever,89,2089
Dick,88,2090
First,88,2091
acts,88,2092
authority,88,2093
bone,88,2094
burden,88,2095
compassion,88,2096
doe,88,2097
firm,88,2098
honey,88,2099
indignation,88,2100
plainly,88,2101
search,88,2102
star,88,2103
uncle,88,2104
utter,88,2105
Make,87,2106
Mother,87,2107
astonished,87,2108
bodies,87,2109
bold,87,2110
couldnt,87,2111
dangerous,87,2112
flood,87,2113
harm,87,2114
interrupted,87,2115
laughter,87,2116
messengers,87,2117
mischief,87,2118
palace,87,2119
rooms,87,2120
shade,87,2121
slept,87,2122
thinks,87,2123
trespass,87,2124
villages,87,2125
whereof,87,2126
Edom,86,2127
Stand,86,2128
Woe,86,2129
contrary,86,2130
cup,86,2131
hated,86,2132
healed,86,2133
plant,86,2134
ruler,86,2135
rulers,86,2136
seventy,86,2137
spear,86,2138
sprang,86,2139
stairs,86,2140
tables,86,2141
trumpet,86,2142
Cassius,85,2143
Daniel,85,2144
Nantucket,85,2145
St,85,2146
Street,85,2147
affair,85,2148
bank,85,2149
bitter,85,2150
breaking,85,2151
dread,85,2152
heavenly,85,2153
noble,85,2154
questions,85,2155
reading,85,2156
report,85,2157
sacrifices,85,2158
safely,85,2159
shouted,85,2160
swords,85,2161
wound,85,2162
Almighty,84,2163
Art,84,2164
Great,84,2165
Jehoshaphat,84,2166
Moby,84,2167
Mouse,84,2168
Pray,84,2169
add,84,2170
admiration,84,2171
amongst,84,2172
aware,84,2173
commit,84,2174
continual,84,2175
cunning,84,2176
disposed,84,2177
dost,84,2178
entering,84,2179
lamp,84,2180
oft,84,2181
pour,84,2182
private,84,2183
produced,84,2184
resolution,84,2185
salt,84,2186
tea,84,2187
upper,84,2188
wanting,84,2189
Amen,83,2190
Both,83,2191
Elijah,83,2192
Philip,83,2193
President,83,2194
abundance,83,2195
delightful,83,2196
deny,83,2197
expression,83,2198
famous,83,2199
gifts,83,2200
hanging,83,2201
hearkened,83,2202
holds,83,2203
prophesy,83,2204
row,83,2205
sailors,83,2206
sell,83,2207
sigh,83,2208
smallest,83,2209
stands,83,2210
trembling,83,2211
wonders,83,2212
De,82,2213
Exeunt,82,2214
chariot,82,2215
direction,82,2216
earnest,82,2217
excuse,82,2218
final,82,2219
forest,82,2220
friendly,82,2221
inside,82,2222
misery,82,2223
papa,82,2224
roll,82,2225
shed,82,2226
virtue,82,2227
wast,82,2228
Admiral,81,2229
Ben,81,2230
High,81,2231
Id,81,2232
Robert,81,2233
Rory,81,2234
abode,81,2235
ashes,81,2236
birth,81,2237
carrying,81,2238
charming,81,2239
continue,81,2240
cursed,81,2241
entrance,81,2242
fetch,81,2243
hurried,81,2244
images,81,2245
knife,81,2246
leaning,81,2247
loue,81,2248
pool,81,2249
refused,81,2250
royal,81,2251
shoes,81,2252
vineyard,81,2253
widow,81,2254
Barbara,80,2255
Men,80,2256
More,80,2257
abomination,80,2258
carefully,80,2259
chamber,80,2260
considering,80,2261
courage,80,2262
despised,80,2263
forsaken,80,2264
gratitude,80,2265
natured,80,2266
occurred,80,2267
post,80,2268
speed,80,2269
staring,80,2270
suffering,80,2271
train,80,2272
Emmas,79,2273
Grey,79,2274
South,79,2275
Tis,79,2276
Whom,79,2277
YOU,79,2278
agreed,79,2279
beseech,79,2280
bringeth,79,2281
discovered,79,2282
enjoy,79,2283
explain,79,2284
fruits,79,2285
gain,79,2286
harvest,79,2287
heare,79,2288
hidden,79,2289
idle,79,2290
language,79,2291
seated,79,2292
smell,79,2293
steel,79,2294
terms,79,2295
wealth,79,2296
yield,79,2297
Ahabs,78,2298
Bildad,78,2299
Isabella,78,2300
Michael,78,2301
Peleg,78,2302
Red,78,2303
Wheeler,78,2304
brow,78,2305
canst,78,2306
chase,78,2307
cruel,78,2308
devour,78,2309
doctor,78,2310
dwelling,78,2311
exalted,78,2312
exceeding,78,2313
game,78,2314
helped,78,2315
rams,78,2316
rejoiced,78,2317
required,78,2318
shining,78,2319
sware,78,2320
wheat,78,2321
78,77,2322
Dan,77,2323
Uppercross,77,2324
alike,77,2325
belong,77,2326
brake,77,2327
captive,77,2328
ceased,77,2329
dominion,77,2330
endure,77,2331
flew,77,2332
flight,77,2333
harpoon,77,2334
listened,77,2335
mankind,77,2336
memory,77,2337
orders,77,2338
parted,77,2339
pounds,77,2340
sounds,77,2341
sufficient,77,2342
wheels,77,2343
wishes,77,2344
wondrous,77,2345
55,76,2346
Antony,76,2347
Jackal,76,2348
Loveit,76,2349
Mariannes,76,2350
Syria,76,2351
Whats,76,2352
approach,76,2353
bag,76,2354
desert,76,2355
direct,76,2356
hungry,76,2357
impatient,76,2358
island,76,2359
ox,76,2360
prayed,76,2361
rope,76,2362
spend,76,2363
throat,76,2364
treasure,76,2365
universe,76,2366
whats,76,2367
Angel,75,2368
Arise,75,2369
Besides,75,2370
Lo,75,2371
Martin,75,2372
Perry,75,2373
Remember,75,2374
Rome,75,2375
Selah,75,2376
abominations,75,2377
advice,75,2378
afterward,75,2379
attend,75,2380
bows,75,2381
car,75,2382
dying,75,2383
fashion,75,2384
fifth,75,2385
forgot,75,2386
gay,75,2387
harp,75,2388
household,75,2389
invitation,75,2390
judges,75,2391
midnight,75,2392
passover,75,2393
queen,75,2394
weep,75,2395
wounded,75,2396
Eleazar,74,2397
Reuben,74,2398
Still,74,2399
againe,74,2400
amiable,74,2401
attached,74,2402
chambers,74,2403
chose,74,2404
clever,74,2405
dressed,74,2406
express,74,2407
fowls,74,2408
gives,74,2409
harpooneer,74,2410
henceforth,74,2411
hers,74,2412
indifferent,74,2413
lean,74,2414
loins,74,2415
merry,74,2416
poems,74,2417
poet,74,2418
revealed,74,2419
rolling,74,2420
simply,74,2421
smitten,74,2422
speaketh,74,2423
spiritual,74,2424
taketh,74,2425
thin,74,2426
worshipped,74,2427
yards,74,2428
Amorites,73,2429
Boy,73,2430
Franklin,73,2431
Hath,73,2432
Hebron,73,2433
Roman,73,2434
Verily,73,2435
absolutely,73,2436
alarm,73,2437
amid,73,2438
bearing,73,2439
bore,73,2440
busy,73,2441
chains,73,2442
credit,73,2443
deed,73,2444
disposition,73,2445
expectation,73,2446
feare,73,2447
hint,73,2448
honourable,73,2449
ivory,73,2450
justified,73,2451
kindled,73,2452
lovely,73,2453
male,73,2454
pair,73,2455
planted,73,2456
playing,73,2457
root,73,2458
start,73,2459
stern,73,2460
stretch,73,2461
talents,73,2462
tied,73,2463
vengeance,73,2464
verily,73,2465
vine,73,2466
Fisher,72,2467
Gad,72,2468
Galilee,72,2469
Kellynch,72,2470
Lebanon,72,2471
Levi,72,2472
Simon,72,2473
Whales,72,2474
anyone,72,2475
avoid,72,2476
bell,72,2477
bloody,72,2478
charged,72,2479
concern,72,2480
defiled,72,2481
dreams,72,2482
drinking,72,2483
fears,72,2484
female,72,2485
finally,72,2486
giue,72,2487
humour,72,2488
lately,72,2489
likeness,72,2490
lovers,72,2491
needs,72,2492
parents,72,2493
plenty,72,2494
pointing,72,2495
pressed,72,2496
proceed,72,2497
sails,72,2498
shine,72,2499
shouldest,72,2500
shout,72,2501
slaughter,72,2502
somewhere,72,2503
theirs,72,2504
thinke,72,2505
trusted,72,2506
visible,72,2507
American,71,2508
Paradise,71,2509
William,71,2510
anywhere,71,2511
aunt,71,2512
flung,71,2513
foundation,71,2514
ha,71,2515
luck,71,2516
masters,71,2517
message,71,2518
necessity,71,2519
offended,71,2520
overcome,71,2521
remove,71,2522
serpent,71,2523
settle,71,2524
watched,71,2525
Down,70,2526
Eden,70,2527
Heavens,70,2528
Long,70,2529
Never,70,2530
accepted,70,2531
advance,70,2532
aloft,70,2533
assembly,70,2534
base,70,2535
crying,70,2536
globe,70,2537
horrible,70,2538
information,70,2539
jaw,70,2540
listening,70,2541
mild,70,2542
mourning,70,2543
parties,70,2544
pipe,70,2545
pleasing,70,2546
powers,70,2547
punishment,70,2548
sailor,70,2549
scribes,70,2550
setting,70,2551
success,70,2552
wave,70,2553
weeping,70,2554
younger,70,2555
54,69,2556
Forest,69,2557
Many,69,2558
Right,69,2559
Thee,69,2560
asleep,69,2561
assured,69,2562
couple,69,2563
cousin,69,2564
deceived,69,2565
forms,69,2566
guilty,69,2567
impression,69,2568
madam,69,2569
market,69,2570
pot,69,2571
proceeded,69,2572
recovered,69,2573
remains,69,2574
scarlet,69,2575
steadily,69,2576
Among,68,2577
Dear,68,2578
afar,68,2579
arrival,68,2580
begged,68,2581
bosom,68,2582
branch,68,2583
constant,68,2584
countries,68,2585
craft,68,2586
decree,68,2587
delay,68,2588
divide,68,2589
employed,68,2590
enormous,68,2591
expressed,68,2592
humble,68,2593
immortal,68,2594
importance,68,2595
larger,68,2596
lords,68,2597
offence,68,2598
preached,68,2599
sending,68,2600
staff,68,2601
thief,68,2602
treasures,68,2603
whalemen,68,2604
worlds,68,2605
yoke,68,2606
53,67,2607
Abbey,67,2608
Bethel,67,2609
Each,67,2610
Henrietta,67,2611
Lyme,67,2612
Noble,67,2613
Once,67,2614
Time,67,2615
aloud,67,2616
asses,67,2617
awful,67,2618
chimney,67,2619
corners,67,2620
delicate,67,2621
earnestly,67,2622
gained,67,2623
grapes,67,2624
inherit,67,2625
mass,67,2626
measured,67,2627
melancholy,67,2628
notion,67,2629
oclock,67,2630
ours,67,2631
presented,67,2632
regret,67,2633
safety,67,2634
scheme,67,2635
somebody,67,2636
sunset,67,2637
surface,67,2638
thereon,67,2639
trial,67,2640
unhappy,67,2641
washed,67,2642
Benwick,66,2643
Chaldeans,66,2644
Felix,66,2645
Hardy,66,2646
Him,66,2647
Theresa,66,2648
absence,66,2649
asking,66,2650
coloured,66,2651
confounded,66,2652
consent,66,2653
covering,66,2654
downe,66,2655
dried,66,2656
dull,66,2657
example,66,2658
forgiven,66,2659
habitation,66,2660
instance,66,2661
lets,66,2662
lightning,66,2663
minds,66,2664
mystery,66,2665
narrow,66,2666
played,66,2667
powerful,66,2668
reasonable,66,2669
redeemed,66,2670
roots,66,2671
silently,66,2672
size,66,2673
sleeping,66,2674
wake,66,2675
wants,66,2676
wore,66,2677
57,65,2678
Fear,65,2679
Indian,65,2680
Into,65,2681
Ishmael,65,2682
Jericho,65,2683
Job,65,2684
Lawrence,65,2685
Most,65,2686
Palmer,65,2687
Secretary,65,2688
Whether,65,2689
afford,65,2690
ages,65,2691
arrows,65,2692
baptized,65,2693
belly,65,2694
colours,65,2695
dealt,65,2696
eldest,65,2697
flour,65,2698
governor,65,2699
grief,65,2700
horsemen,65,2701
ignorant,65,2702
inclined,65,2703
instruments,65,2704
intended,65,2705
loveth,65,2706
marked,65,2707
prevailed,65,2708
prize,65,2709
repent,65,2710
rings,65,2711
sanctified,65,2712
suspect,65,2713
tidings,65,2714
tongues,65,2715
triumph,65,2716
wretched,65,2717
59,64,2718
Abimelech,64,2719
Baal,64,2720
Exit,64,2721
France,64,2722
Jew,64,2723
Me,64,2724
Put,64,2725
Up,64,2726
anxiety,64,2727
belonged,64,2728
blemish,64,2729
bottle,64,2730
castle,64,2731
cedar,64,2732
cherubims,64,2733
coasts,64,2734
compass,64,2735
doings,64,2736
enjoyment,64,2737
estate,64,2738
fed,64,2739
fro,64,2740
gracious,64,2741
hollow,64,2742
kingdoms,64,2743
march,64,2744
mile,64,2745
oer,64,2746
pains,64,2747
period,64,2748
roof,64,2749
silly,64,2750
stroke,64,2751
suspicion,64,2752
sworn,64,2753
uniform,64,2754
wet,64,2755
whispered,64,2756
wing,64,2757
AND,63,2758
Ay,63,2759
Bring,63,2760
Case,63,2761
Harville,63,2762
abruptly,63,2763
accident,63,2764
afflicted,63,2765
conceived,63,2766
consume,63,2767
despair,63,2768
dignity,63,2769
disappointed,63,2770
endless,63,2771
hail,63,2772
hastily,63,2773
horror,63,2774
ice,63,2775
ignorance,63,2776
jumped,63,2777
motion,63,2778
objects,63,2779
pitch,63,2780
points,63,2781
possessed,63,2782
request,63,2783
rude,63,2784
severe,63,2785
shock,63,2786
softly,63,2787
stuff,63,2788
swung,63,2789
wit,63,2790
56,62,2791
Abner,62,2792
About,62,2793
Clay,62,2794
Damascus,62,2795
Elinors,62,2796
Leviathan,62,2797
Over,62,2798
Qu,62,2799
Rose,62,2800
Shechem,62,2801
Westons,62,2802
absent,62,2803
action,62,2804
bands,62,2805
bind,62,2806
bowels,62,2807
centre,62,2808
drunk,62,2809
farmer,62,2810
foe,62,2811
fools,62,2812
grieved,62,2813
habit,62,2814
imagination,62,2815
immediate,62,2816
indifference,62,2817
keeping,62,2818
mixed,62,2819
moreover,62,2820
nakedness,62,2821
native,62,2822
noon,62,2823
original,62,2824
outward,62,2825
price,62,2826
profit,62,2827
rank,62,2828
reasons,62,2829
regular,62,2830
restored,62,2831
sacred,62,2832
sailed,62,2833
sanctify,62,2834
sentence,62,2835
swiftly,62,2836
66,61,2837
Macbeth,61,2838
Pip,61,2839
Rabbit,61,2840
Saying,61,2841
Sea,61,2842
Spirits,61,2843
Syrians,61,2844
Zedekiah,61,2845
appears,61,2846
bars,61,2847
conscious,61,2848
elegant,61,2849
flat,61,2850
fountain,61,2851
goods,61,2852
graven,61,2853
heap,61,2854
hen,61,2855
inner,61,2856
lights,61,2857
measures,61,2858
naturally,61,2859
obeyed,61,2860
ordered,61,2861
recollect,61,2862
redeem,61,2863
rush,61,2864
shortly,61,2865
singers,61,2866
smooth,61,2867
soil,61,2868
suit,61,2869
virgin,61,2870
weapons,61,2871
yard,61,2872
60,60,2873
Against,60,2874
Asa,60,2875
Balaam,60,2876
Bursal,60,2877
Davids,60,2878
Laer,60,2879
Life,60,2880
March,60,2881
Marquis,60,2882
Mordecai,60,2883
Musgroves,60,2884
Nebuchadnezzar,60,2885
Peace,60,2886
Thank,60,2887
Turtle,60,2888
acknowledge,60,2889
apostles,60,2890
assembled,60,2891
careful,60,2892
carpenter,60,2893
churches,60,2894
count,60,2895
cousins,60,2896
cutting,60,2897
dew,60,2898
drove,60,2899
dumb,60,2900
fancied,60,2901
flow,60,2902
husbands,60,2903
invited,60,2904
issue,60,2905
lamps,60,2906
mingled,60,2907
miss,60,2908
monster,60,2909
murder,60,2910
neighbourhood,60,2911
policeman,60,2912
raiment,60,2913
receiving,60,2914
regarded,60,2915
ride,60,2916
seeking,60,2917
shield,60,2918
smiles,60,2919
solitary,60,2920
spout,60,2921
torn,60,2922
trumpets,60,2923
unleavened,60,2924
useful,60,2925
visited,60,2926
wear,60,2927
Bashan,59,2928
Elisha,59,2929
Ha,59,2930
J,59,2931
Jehu,59,2932
Land,59,2933
Margery,59,2934
Were,59,2935
ahead,59,2936
altars,59,2937
animals,59,2938
apart,59,2939
concluded,59,2940
doctrine,59,2941
endureth,59,2942
flames,59,2943
forbid,59,2944
grateful,59,2945
harpooneers,59,2946
inclination,59,2947
isnt,59,2948
leading,59,2949
lieth,59,2950
lighted,59,2951
lit,59,2952
miserable,59,2953
mouths,59,2954
rapidly,59,2955
reflection,59,2956
relief,59,2957
remaining,59,2958
respectable,59,2959
resumed,59,2960
roar,59,2961
sailing,59,2962
seriously,59,2963
stream,59,2964
succeeded,59,2965
sunk,59,2966
treated,59,2967
twilight,59,2968
womans,59,2969
worked,59,2970
Another,58,2971
Macd,58,2972
Noah,58,2973
Prince,58,2974
World,58,2975
advancing,58,2976
beach,58,2977
card,58,2978
concerned,58,2979
crime,58,2980
desperate,58,2981
devoured,58,2982
dwelleth,58,2983
eastward,58,2984
envy,58,2985
fate,58,2986
forsake,58,2987
generous,58,2988
gently,58,2989
imagined,58,2990
lions,58,2991
messenger,58,2992
nevertheless,58,2993
